7.2975,4.3975,5.5975,2.8975,2
7.3975,3.5975,5.3975,2.3975,2
7.4975,4.2975,6.0975,2.7975,2
6.9975,4.2975,4.9975,2.6975,2
8.0975,4.4975,5.7975,2.7975,2
6.9975,4.3975,5.8975,2.8975,2
7.1975,4.0975,5.4975,2.3975,2
7.5975,3.5975,5.8975,2.8975,2
6.9975,3.8975,5.2975,2.4975,2
7.2975,4.5975,6.1975,3.1975,2
7.4975,4.1975,5.3975,2.6975,2
7.6975,3.8975,6.2975,2.8975,2
7.4975,4.1975,6.0975,2.5975,2
7.7975,4.2975,5.6975,2.6975,2
7.9975,4.3975,5.7975,2.7975,2
8.1975,4.1975,6.1975,2.7975,2
8.0975,4.3975,6.3975,3.0975,2
7.3975,4.2975,5.8975,2.8975,2
7.0975,3.9975,4.8975,2.3975,2
6.8975,3.7975,5.1975,2.4975,2
6.8975,3.7975,5.0975,2.3975,2
7.1975,4.0975,5.2975,2.5975,2
7.3975,4.0975,6.4975,2.9975,2
6.7975,4.3975,5.8975,2.8975,2
7.3975,4.7975,5.8975,2.9975,2
8.0975,4.4975,6.0975,2.8975,2
7.6975,3.6975,5.7975,2.6975,2
6.9975,4.3975,5.4975,2.6975,2
6.8975,3.8975,5.3975,2.6975,2
6.8975,3.9975,5.7975,2.5975,2
7.4975,4.3975,5.9975,2.7975,2
7.1975,3.9975,5.3975,2.5975,2
6.3975,3.6975,4.6975,2.3975,2
6.9975,4.0975,5.5975,2.6975,2
7.0975,4.3975,5.5975,2.5975,2
7.0975,4.2975,5.5975,2.6975,2
7.5975,4.2975,5.6975,2.6975,2
6.4975,3.8975,4.3975,2.4975,2
7.0975,4.1975,5.4975,2.6975,2
6.6956,3.6956,6.3956,2.8956,3
6.1956,3.0956,5.4956,2.2956,3
7.4956,3.3956,6.2956,2.4956,3
6.6956,3.2956,5.9956,2.1956,3
6.8956,3.3956,6.1956,2.5956,3
7.9956,3.3956,6.9956,2.4956,3
5.2956,2.8956,4.8956,2.0956,3
7.6956,3.2956,6.6956,2.1956,3
7.0956,2.8956,6.1956,2.1956,3
7.5956,3.9956,6.4956,2.8956,3
6.8956,3.5956,5.4956,2.3956,3
6.7956,3.0956,5.6956,2.2956,3
7.1956,3.3956,5.8956,2.4956,3
6.0956,2.8956,5.3956,2.3956,3
6.1956,3.1956,5.4956,2.7956,3
6.7956,3.5956,5.6956,2.6956,3
6.8956,3.3956,5.8956,2.1956,3
8.0956,4.1956,7.0956,2.5956,3
8.0956,2.9956,7.2956,2.6956,3
6.3956,2.5956,5.3956,1.8956,3
7.2956,3.5956,6.0956,2.6956,3
5.9956,3.1956,5.2956,2.3956,3
8.0956,3.1956,7.0956,2.3956,3
6.6956,3.0956,5.2956,2.1956,3
7.0956,3.6956,6.0956,2.4956,3
7.5956,3.5956,6.3956,2.1956,3
6.5956,3.1956,5.1956,2.1956,3
6.4956,3.3956,5.2956,2.1956,3
6.7956,3.1956,5.9956,2.4956,3
7.5956,3.3956,6.1956,1.9956,3
7.7956,3.1956,6.4956,2.2956,3
8.2956,4.1956,6.7956,2.3956,3
6.7956,3.1956,5.9956,2.5956,3
6.6956,3.1956,5.4956,1.8956,3
6.4956,2.9956,5.9956,1.7956,3
8.0956,3.3956,6.4956,2.6956,3
6.6956,3.7956,5.9956,2.7956,3
6.7956,3.4956,5.8956,2.1956,3
6.3956,3.3956,5.1956,2.1956,3
7.2956,3.4956,5.7956,2.4956,3
7.0956,3.4956,5.9956,2.7956,3
7.2956,3.4956,5.4956,2.6956,3
6.1956,3.0956,5.4956,2.2956,3
7.1956,3.5956,6.2956,2.6956,3
7.0956,3.6956,6.0956,2.8956,3
7.0956,3.3956,5.5956,2.6956,3
6.6956,2.8956,5.3956,2.2956,3
6.8956,3.3956,5.5956,2.3956,3
6.5956,3.7956,5.7956,2.6956,3
6.2956,3.3956,5.4956,2.1956,3
